lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
180,0,139.1138358556511,8,7,4,1,1,0,3,0
127,0,117.18064181754012,7,9,4,2,0,3,0,0
23,0,154.86028028909263,10,2,4,1,1,0,3,0
182,0,98.10575122306382,9,3,4,1,0,0,0,0
85,0,60.07354626701931,6,25,3,2,2,0,0,0
259,0,97.08190216318206,10,3,4,3,2,0,0,0
26,0,101.26204898750908,5,22,4,1,0,0,0,0
117,0,183.73679517984397,6,27,4,2,1,0,3,0
89,0,112.85648049859407,6,27,4,5,2,0,0,0
12,0,142.94957635800705,5,7,4,1,0,0,0,0
154,0,135.9496463698846,8,2,4,2,1,0,0,0
38,0,200.1595597576211,4,19,4,2,1,0,5,0
205,0,59.07,10,2,4,2,1,0,0,0
89,0,76.5,8,10,4,4,0,0,0,0
319,0,79.25924245110737,7,19,3,2,1,0,0,0
49,0,108.0,10,3,4,3,1,0,0,0
91,1,89.6697671359193,6,15,4,3,0,0,2,0
114,0,106.66183002398444,4,29,4,4,2,0,3,0
204,1,94.53155650752794,8,19,4,2,2,1,0,0
192,0,92.87415053777298,10,4,4,2,0,0,1,0
296,0,84.904086402776,8,20,3,3,0,0,0,0
349,1,87.76137971493122,12,25,4,2,1,0,0,0
115,0,113.80524223558216,6,7,4,1,0,0,0,0
6,0,103.0,3,11,4,2,2,0,0,0
67,0,141.7686737074316,6,18,4,2,0,0,3,0
274,0,105.85906427915003,10,1,4,1,1,0,0,0
205,0,90.95,7,22,4,3,1,0,0,0
36,0,118.8,4,21,4,2,1,0,3,0
166,0,100.27511135183258,6,18,4,2,2,0,0,0
111,0,109.43543654252768,6,12,4,5,2,2,0,0
0,0,138.65586867425634,8,11,4,1,0,0,0,0
22,0,136.17329497598365,3,26,4,2,2,0,0,0
12,1,109.68919138498212,9,17,4,1,0,1,0,0
45,0,126.90516280033707,6,29,4,3,1,0,0,0
47,0,67.5,2,24,4,2,0,3,0,0
186,0,112.16330077244162,8,3,4,4,2,0,2,0
194,0,85.0916039903955,8,30,4,3,0,1,1,0
143,0,75.0,6,1,3,2,1,0,0,0
4,0,127.27823574888032,2,11,4,2,1,0,0,0
56,0,138.25717735639884,6,27,4,1,1,0,3,0
37,0,125.1,7,25,4,1,0,3,0,0
12,0,153.06790685526886,6,2,4,2,0,0,3,0
111,0,86.61175567081848,5,30,4,2,1,1,0,0
31,0,144.82740547606596,3,24,4,2,0,0,2,0
50,0,89.1,9,20,4,1,0,3,0,0
98,0,91.20774902588914,4,25,4,2,1,1,0,0
122,1,76.5,7,13,4,0,1,0,0,0
28,0,122.10620895863626,9,18,4,0,2,2,0,0
51,0,66.86626864734201,2,25,4,5,1,1,0,0
233,0,89.97832912622869,9,14,4,2,1,0,0,0
87,0,111.07226043034197,4,29,4,2,2,3,0,0
33,0,72.64003872015178,3,2,4,3,0,3,0,0
86,0,97.9092738716801,3,24,4,3,1,0,1,0
205,0,135.47382735641312,8,20,4,1,0,0,1,0
11,0,145.82415315426346,7,10,4,0,2,0,0,0
34,1,74.8,11,19,4,9,4,2,0,0
86,0,119.36969306142004,7,9,4,2,0,0,0,0
48,0,112.23669641794658,4,9,4,1,1,0,2,0
162,1,119.23109327260349,7,26,4,0,0,0,2,0
163,0,100.5781039893837,10,4,3,2,0,0,0,0
16,0,128.16857506191175,4,7,4,3,1,0,3,0
1,0,108.43786664316532,11,24,3,2,0,0,2,0
84,0,95.81965515678547,7,15,4,3,1,3,0,0
17,1,137.76381405682383,7,16,4,2,0,1,0,0
72,0,76.95436073335335,3,3,4,1,1,2,0,0
26,1,119.0,10,12,4,1,2,3,0,0
9,1,99.0,8,16,4,2,1,0,0,0
176,0,131.1210849867739,8,13,4,4,2,0,3,0
83,0,132.42109993368086,7,6,4,2,1,0,3,0
40,0,116.1,4,8,4,3,1,2,0,0
71,0,157.96975232139857,4,27,4,1,2,0,4,0
31,0,72.8755308667995,2,5,4,2,1,0,0,0
42,0,124.63281807565758,6,19,4,3,0,0,0,0
303,0,78.0,8,19,3,3,2,0,0,0
11,0,153.87026725307481,8,9,4,1,0,0,2,0
29,0,123.20765806184998,7,17,4,0,1,3,0,0
47,1,151.23048279176234,9,2,4,1,1,0,1,0
16,0,92.06727104286162,2,13,4,2,0,0,0,0
25,0,118.9254557087842,8,26,4,0,1,2,0,0
166,0,97.5452245021999,7,6,4,2,1,0,0,0
35,0,78.69469771666009,12,6,4,6,1,3,0,0
32,0,107.661329393676,7,13,4,3,0,0,1,0
226,1,91.75060195282141,8,7,4,2,0,1,0,0
23,0,95.88088057576513,2,3,4,3,0,0,0,0
195,0,100.21437383765245,8,11,3,4,1,0,0,0
256,0,109.0862008593993,6,15,3,1,0,0,0,0
55,0,90.9,3,30,4,2,0,0,0,0
234,1,84.46258706524863,8,3,4,4,1,0,1,0
20,0,90.43634285610251,2,3,4,2,0,0,0,0
99,0,127.10637800897804,5,6,4,2,0,0,0,0
68,0,116.05314870994522,10,19,4,2,0,0,3,0
53,0,96.8407725166011,2,27,4,0,1,0,2,0
231,0,87.51128387179581,8,10,4,2,0,0,0,0
184,0,165.61006724697265,8,24,4,3,1,0,0,0
20,0,101.22229146283836,11,2,4,2,0,1,0,0
25,0,132.79536657400658,9,2,4,1,2,3,0,0
31,0,99.0,8,29,4,3,0,3,0,0
48,0,76.38732909273989,3,1,4,4,0,0,0,0
104,1,108.34064644427555,10,8,4,0,1,2,0,0
38,0,146.56758747767407,3,24,4,4,0,0,3,0
192,0,102.0,9,25,3,3,2,0,0,0
6,0,101.0,3,23,4,1,0,0,0,0
99,0,91.850975471538,4,26,4,3,0,3,0,0
15,0,91.6468558972592,11,17,4,2,2,3,0,0
42,0,123.09262875660144,6,19,4,3,0,0,0,0
7,0,189.19100543473212,7,8,4,1,0,0,0,0
124,1,95.96002229038025,7,26,3,1,1,0,2,0
44,0,75.40466814967834,11,24,4,3,1,3,0,0
264,0,111.36454628637676,7,23,3,2,0,0,0,0
28,0,126.30511129820809,3,24,4,1,0,0,1,0
26,0,157.45036049404473,5,18,4,2,0,0,4,0
359,0,82.51667890222897,10,10,3,2,1,0,0,0
189,1,102.47856763227819,7,29,4,3,1,0,3,0
18,0,79.0,2,12,4,2,0,3,0,0
82,0,132.48059772675978,9,6,4,2,1,0,2,0
87,0,74.53659351404545,4,13,4,1,0,0,0,0
14,0,158.57465003497944,6,7,4,3,1,0,2,0
147,0,91.26911403459754,10,4,4,2,0,0,0,0
47,1,124.1,3,18,4,2,2,0,3,0
116,0,125.9063056997664,10,3,4,4,1,2,0,0
59,0,95.66525477158595,5,17,4,4,2,2,0,0
199,1,66.6767778715247,8,3,4,9,3,0,0,0
94,1,72.07764328443386,11,27,4,0,0,0,0,0
30,0,100.51043530232779,4,13,4,3,0,3,0,0
120,0,85.21272963817704,5,16,4,1,0,0,0,0
95,0,94.94560444545287,6,10,3,1,1,0,0,0
159,0,79.70726998420753,10,24,4,1,1,3,0,0
243,0,91.33085303331178,8,2,4,3,0,0,0,0
244,0,72.809516577362,10,25,4,2,1,0,0,0
11,0,79.0,2,4,4,3,1,3,0,0
7,0,158.91518190582033,4,9,4,3,1,0,2,0
69,0,80.75,4,2,3,4,1,0,0,0
382,0,111.20510147716392,10,19,4,0,1,1,0,0
213,0,67.66334239587628,9,30,4,3,0,0,1,0
14,1,129.0,8,21,4,2,1,3,0,0
91,0,177.01360164304577,4,23,4,2,1,0,3,0
80,0,187.1593066109703,5,15,4,3,2,0,4,0
38,0,76.5,3,11,4,2,1,0,0,0
62,0,63.75,3,8,4,4,0,2,0,0
182,2,112.26051489851827,8,10,4,6,1,0,2,0
181,0,92.68496767612515,8,2,4,2,0,3,0,0
91,0,76.09280255245852,7,7,3,3,1,0,0,0
98,0,92.03083585979266,6,25,4,1,1,3,0,0
29,0,72.48813933254543,2,3,4,9,4,1,0,0
77,0,118.44857041347895,8,7,3,0,1,0,0,0
18,0,140.44945738845763,4,7,4,1,1,0,3,0
106,0,151.81067154536137,8,24,4,4,0,0,3,0
130,0,105.3,7,2,4,3,0,0,0,0
225,0,68.84025885839019,12,25,4,5,2,2,0,0
2,0,139.0,7,6,4,1,0,2,0,0
77,0,149.4,8,14,4,2,0,0,3,0
90,0,93.49420878709358,5,3,3,1,1,0,1,0
206,1,129.0910272894496,9,6,4,3,0,0,1,0
211,0,66.06407943476432,11,17,4,2,0,3,0,0
151,0,90.9,8,26,4,2,1,0,0,0
52,0,67.20802431370574,2,24,4,4,0,2,0,0
89,0,149.4,9,5,4,3,2,0,3,0
106,0,109.24488444508707,10,12,3,1,0,1,0,0
90,0,135.00895805692576,8,2,4,2,0,0,0,0
5,0,167.14848902694322,10,6,4,2,2,0,0,0
51,0,125.68012683334067,4,12,4,2,0,0,1,0
94,0,84.86917786722289,9,21,3,2,0,0,0,0
54,0,140.4,5,28,4,3,2,0,3,0
236,0,139.59425984855025,9,5,4,2,0,0,3,0
4,0,81.13934198395458,2,18,2,1,0,0,0,0
27,0,95.45966189834817,8,13,4,1,1,0,1,0
276,0,95.1466576390979,9,21,3,2,0,0,0,0
106,0,137.39645997076042,6,2,4,2,1,0,3,0
29,0,139.6,5,20,4,2,1,0,3,0
81,1,76.72825314863553,7,26,4,1,1,0,0,0
0,0,98.01022928357642,4,16,2,1,1,0,0,0
35,0,84.77047211302859,2,9,4,4,0,0,0,0
54,1,82.67738035647376,7,8,3,3,0,0,0,0
165,1,142.86643236129655,7,17,4,1,1,0,2,0
218,0,70.1728310556249,8,11,4,1,0,0,0,0
24,0,109.07648646811218,2,25,4,2,0,0,3,0
51,0,98.20936639466048,9,4,4,0,0,0,0,0
10,0,89.0,4,17,4,0,0,3,0,0
72,0,86.23976783603693,9,18,3,2,2,1,0,0
177,0,127.87097543307155,8,24,4,1,0,0,0,0
60,0,116.1,5,20,4,2,2,3,0,0
75,0,96.60243399937333,4,14,4,2,1,0,0,0
121,1,75.90718464413176,10,14,4,3,0,2,0,0
31,1,99.8154406053462,4,3,4,13,5,0,2,0
166,0,120.61213489270484,8,2,4,4,1,0,0,0
103,0,139.10499440428077,7,15,4,3,2,0,2,0
4,0,120.78210675184594,6,9,4,0,0,0,0,0
35,0,117.72565102922329,5,30,4,3,0,0,0,0
10,0,111.42468907339659,7,25,4,1,1,2,0,0
10,1,139.42315123554613,6,16,4,1,0,2,0,0
86,0,91.11573350148528,9,11,2,0,0,0,0,0
27,0,136.79597400979583,5,19,4,3,2,0,3,0
19,0,77.41372939088326,2,2,4,3,1,0,0,0
264,0,95.70639643680269,10,1,4,1,1,1,0,0
124,0,79.14862316109918,11,16,4,3,0,3,0,0
66,0,74.83020593358124,8,9,3,2,1,0,0,0
55,1,139.5,10,12,4,2,0,0,3,0
30,0,216.0153286418912,7,14,4,1,0,0,5,0
72,0,159.146925382678,4,13,4,1,0,0,0,0
110,0,159.3,7,13,4,2,1,0,3,0
145,1,114.6455719268906,7,5,4,3,0,0,0,0
158,0,95.94952877178228,8,28,4,2,0,0,0,0
49,0,157.6554610224579,9,15,4,1,1,0,2,0
151,0,102.91053857435472,7,12,4,1,1,2,0,0
70,0,78.63727482044156,2,11,3,3,0,2,0,0
94,0,121.20521400185036,5,21,4,1,0,0,0,0
157,2,154.9039861324231,8,9,4,1,0,0,0,0
46,0,112.4826010887438,10,25,4,2,0,2,0,0
119,0,99.04932760730394,5,8,4,2,0,0,0,0
147,0,90.70197657488401,4,11,4,5,1,3,0,0
19,0,129.1089227720569,10,4,4,2,0,2,0,0
133,0,115.6,11,24,4,3,1,0,3,0
99,0,167.7035630144732,8,5,4,3,1,0,3,0
9,0,156.19140061836995,6,4,4,1,0,0,3,0
197,0,108.77204094083406,9,8,4,1,1,0,0,0
186,0,130.0428845471828,7,15,4,3,0,0,2,0
195,0,122.32763850263521,9,8,4,1,1,0,2,0
31,0,112.18953945414171,8,2,4,0,1,1,0,0
176,0,113.98321201435299,8,30,4,2,2,0,0,0
166,0,99.38381218027928,8,4,4,1,2,0,0,0
89,0,185.84232905599478,7,21,4,2,0,0,5,0
18,0,161.29243965276538,9,25,3,1,1,0,0,0
153,1,186.8328639561018,7,18,4,1,2,0,5,0
168,0,106.42185806964919,8,19,4,1,0,0,0,0
36,1,146.48529139816083,10,19,4,3,0,0,0,0
98,1,79.40184314588709,10,26,4,1,0,3,0,0
29,1,113.29341373854423,10,30,4,3,1,0,0,0
115,1,103.5763329762767,4,28,4,3,1,0,3,0
19,0,156.39148457000593,5,12,4,0,0,0,3,0
206,0,102.85,10,6,4,5,2,0,0,0
76,0,113.54300252821709,9,19,4,1,0,0,0,0
147,0,90.52773187786346,4,11,4,5,1,3,0,0
83,1,88.83,3,23,4,3,0,0,0,0
178,0,97.92494911016483,8,24,4,3,0,2,0,0
256,0,111.84251208932419,6,15,3,1,0,0,0,0
36,0,134.61311242088956,8,10,4,1,1,0,2,0
308,1,78.23781065309466,11,23,4,3,0,0,0,0
208,1,105.33449779365053,7,4,4,2,0,0,0,0
208,0,98.96198783997535,10,5,4,3,0,2,0,0
35,0,150.00167239972436,6,28,4,3,0,0,3,0
72,0,92.38962312453621,5,11,3,5,1,0,0,0
218,0,172.8107648669072,9,18,3,2,2,0,1,0
37,1,69.26686358210502,2,26,4,1,0,3,0,0
8,0,311.2005829864296,8,14,4,1,0,1,5,0
27,0,216.38418635616264,9,17,4,1,1,0,5,0
130,0,115.8862061215261,5,2,4,3,0,2,0,0
230,0,113.46602699956459,7,7,4,4,0,0,1,0
349,0,73.3667750840481,12,29,4,3,1,0,0,0
78,0,99.94657441680876,3,24,4,2,1,0,0,0
16,0,84.22801167194798,2,5,4,1,1,2,0,0
79,1,96.88151176258985,3,22,4,4,0,0,1,0
195,0,80.98888526873475,6,24,4,2,0,2,0,0
264,0,96.2693171733986,9,28,4,2,1,0,0,0
307,0,72.34584390739849,12,29,4,3,1,3,0,0
147,0,114.3,8,6,4,0,0,0,0,0
72,1,149.51263996693982,9,18,4,3,0,0,3,0
195,0,86.75008276489588,7,9,4,1,1,0,1,0
0,0,76.61504634913067,8,24,2,1,0,0,0,0
24,0,78.75199554664103,3,19,4,1,0,2,0,0
284,0,81.81139186988844,10,16,4,3,2,0,1,0
75,0,94.79111475372208,8,12,4,1,0,2,0,0
59,0,101.05607252613265,6,26,4,1,1,2,0,0
95,0,184.86882687566356,6,24,4,3,0,0,5,0
210,0,73.09542560375601,11,29,4,4,0,0,0,0
275,0,87.5593973771805,9,5,3,4,1,0,0,0
157,1,121.75931170749067,6,28,4,3,0,0,3,0
231,2,78.33357495556385,11,1,4,2,1,0,0,0
18,0,112.06899078127533,3,18,4,1,1,0,0,0
38,0,131.4,3,18,4,1,1,0,3,0
173,0,85.0664885384515,8,8,4,2,0,0,0,0
224,1,128.54708320365398,9,22,4,1,1,0,2,0
16,0,91.63054762958205,10,17,3,3,2,1,0,0
132,0,116.82983939722826,5,3,4,3,0,0,2,0
38,0,159.23258628004973,5,9,4,3,0,0,2,0
37,0,129.33991920785027,7,27,4,3,0,0,3,0
9,0,149.0,5,22,4,1,1,0,0,0
94,0,76.5,6,14,4,2,0,0,0,0
162,0,168.24549066839438,7,4,4,0,0,0,5,0
173,1,82.33558614709078,9,11,4,2,1,0,0,0
248,0,97.43975951856154,9,27,4,2,1,0,0,0
253,0,105.24206150533975,10,15,4,1,2,0,1,0
8,0,118.23625437273051,6,23,4,1,0,3,0,0
121,0,90.44823288649845,6,24,4,2,0,0,0,0
46,0,198.9,5,14,4,1,0,0,5,0
31,0,103.00616253215333,11,3,4,2,1,0,0,0
14,0,111.54920258966204,5,29,4,0,1,0,1,0
59,0,126.45647013481755,4,13,4,2,0,0,0,0
12,0,129.0,7,24,4,1,0,3,0,0
190,1,108.45,8,9,4,3,0,0,0,0
92,1,130.07242425327559,6,26,4,2,0,0,1,0
48,0,66.35424607506057,2,19,4,1,2,2,0,0
155,1,76.5,7,6,4,2,0,0,0,0
386,0,113.96745648405526,10,23,3,0,2,1,0,0
150,1,139.50231355064204,6,4,4,5,1,0,3,0
134,0,268.2556727814165,8,3,4,2,0,0,6,0
38,0,88.81810556009337,5,20,4,2,0,0,0,0
35,0,209.14603326006085,6,12,4,1,2,0,5,0
17,0,135.70693255266912,6,8,4,1,0,0,2,0
37,0,151.3793806337212,8,19,4,2,2,0,3,0
61,0,72.88582663634428,3,7,4,3,1,2,0,0
262,0,64.66453157874666,12,26,4,3,1,3,0,0
218,0,86.60478130854885,8,3,4,3,0,0,1,0
25,0,177.6039588129684,2,1,4,2,1,0,1,0
143,0,114.71197849322331,5,5,4,2,0,0,3,0
31,0,214.19258048444465,6,17,4,3,0,0,5,0
23,0,121.43290545806303,7,16,4,1,0,0,0,0
385,0,109.18777020526315,10,22,4,0,1,1,0,0
55,0,116.1512827199663,4,21,4,1,1,2,0,0
174,0,86.0936015952809,7,3,4,2,0,3,0,0
2,0,161.0,4,26,4,1,0,0,1,0
75,0,112.48238492539073,4,28,4,2,0,0,0,0
24,1,139.0,8,21,4,0,1,3,0,0
78,0,88.618895686733,4,16,4,1,1,2,0,0
111,0,137.6631223362118,7,1,4,3,1,0,3,0
225,1,126.66919480601813,9,15,4,2,0,0,0,0
34,0,214.8870925926348,8,16,4,2,0,0,5,0
164,1,123.3,10,26,4,3,1,0,3,0
31,1,88.31503658871497,11,4,4,7,3,1,0,0
2,0,89.0,3,8,4,1,0,3,0,0
30,0,124.36748417825702,5,17,4,1,0,2,0,0
24,0,125.96840835196564,4,10,4,4,2,1,1,0
386,0,109.8647904160628,10,23,4,0,2,1,0,0
31,0,125.5585807902732,5,16,4,2,0,2,0,0
182,1,138.20725167889077,8,7,4,1,0,0,3,0
39,0,116.1,3,6,4,3,1,0,0,0
56,0,147.7436573210122,8,24,4,4,1,0,3,0
190,1,121.5,8,6,4,2,0,0,0,0
25,0,220.69515507820432,5,18,4,1,0,0,5,0
87,0,92.42537614306625,10,13,4,0,1,0,0,0
27,0,94.37819463180232,6,12,4,0,2,0,0,0
96,1,126.75687489265934,4,28,4,1,1,0,0,0
25,0,104.76050035121422,9,9,4,1,0,3,0,0
114,0,99.79560223985239,5,1,3,1,1,0,0,0
258,0,109.05572322131664,10,15,4,1,0,0,0,0
13,0,128.18839523942071,3,16,4,1,1,0,0,0
158,0,85.47980279952844,8,25,4,1,0,2,0,0
10,1,140.82831722172077,6,16,4,1,0,0,0,0
0,1,129.62819702188332,9,5,4,0,0,0,0,0
51,0,144.9470189439951,7,10,4,1,1,0,3,0
55,0,140.4,5,28,4,4,2,0,3,0
55,0,185.17114223372832,4,28,4,4,1,0,5,0
45,0,86.4,11,19,4,0,1,0,0,0
14,0,97.11686384131923,11,17,4,10,4,0,0,0
40,1,145.71786140145142,3,23,4,3,0,0,2,0
116,0,61.0,2,28,3,1,2,0,0,0
161,0,146.62196874793972,8,14,4,1,2,0,0,0
165,0,98.29406707853548,6,29,4,3,0,0,1,0
27,0,139.7353015569518,8,24,4,1,1,1,0,0
18,1,150.2216546169028,4,15,4,3,1,0,1,0
260,0,113.17847324399409,9,21,4,2,0,2,0,0
30,0,116.34853792514808,3,26,4,1,1,3,0,0
143,0,137.7,7,22,4,1,1,0,0,0
167,1,127.46844950615431,10,1,3,1,0,0,0,0
227,0,69.84289794473783,10,28,4,3,2,0,0,0
186,2,124.50961451353436,7,18,4,2,0,0,3,0
77,0,125.78742711263777,8,9,4,1,1,2,0,0
65,0,137.2745693739479,9,5,4,5,2,0,3,0
42,0,66.37691924414584,2,22,3,4,0,0,0,0
7,0,119.0,4,23,4,1,0,3,0,0
182,1,117.91009081445674,8,30,4,1,0,0,0,0
87,0,184.3275897638364,6,24,4,2,0,0,5,0
149,0,88.99151359323491,6,11,4,5,2,3,0,0
329,0,104.81641917305035,9,16,4,2,0,0,0,0
5,0,101.0,3,2,4,1,1,0,0,0
95,0,81.5290254503339,7,19,3,4,2,0,0,0
208,0,77.18007741647317,8,12,4,4,2,0,2,0
60,0,116.23537110481476,9,2,4,1,1,1,0,0
160,0,128.51957750085194,4,26,3,2,0,0,2,0
7,0,93.0,2,9,4,2,0,1,0,0
256,0,111.86172395837363,6,15,4,1,0,0,0,0
381,0,90.0,10,18,3,0,1,1,0,0
1,0,148.59939110549954,3,24,4,0,0,0,0,0
8,1,155.84665141965002,9,28,4,2,0,0,3,0
164,0,89.25,8,2,4,4,1,3,0,0
131,0,176.6682965199987,7,14,4,1,0,0,5,0
22,0,210.6,5,15,4,0,1,1,3,0
99,0,134.5784272758049,5,20,4,1,0,0,1,0
35,1,100.08257996892415,3,2,4,1,0,0,0,0
217,0,86.9694174270576,7,2,4,3,0,0,0,0
123,1,156.19613207205825,11,26,4,2,1,0,4,0
157,0,90.95,6,27,4,3,1,0,0,0
119,0,110.06429962416168,11,24,4,1,0,0,0,0
166,0,89.25,8,4,4,5,1,3,0,0
76,0,124.9321300228228,6,16,4,3,0,2,0,0
133,0,177.3,7,22,4,0,1,0,5,0
4,0,101.0,3,5,4,2,0,0,0,0
232,1,105.14272353217847,8,26,4,7,2,0,1,0
101,0,69.84127850689802,9,7,3,1,2,0,0,0
314,0,77.90776318953559,11,21,4,4,2,0,0,0
60,0,116.73875655038434,9,2,4,1,1,0,0,0
153,1,186.51775265426852,7,20,4,1,1,0,5,0
19,0,65.3327135762569,9,10,2,2,0,0,0,0
245,0,86.14391182912185,9,28,4,2,1,0,0,0
65,0,114.72775176393813,4,15,4,3,1,0,0,0
33,0,85.64176407380398,8,1,4,2,0,3,0,0
69,1,75.79562104996329,8,22,4,4,1,0,0,0
61,0,93.6,11,22,4,2,0,0,0,0
97,0,63.818959418318414,6,2,3,2,0,0,0,0
134,0,123.80177437517823,9,18,4,2,0,0,3,0
178,0,88.92612894073176,8,25,4,3,0,0,0,0
103,0,74.70950841210002,4,15,4,2,1,0,0,0
64,0,115.74756557359147,5,16,4,2,1,0,0,0
124,0,74.8,12,4,4,4,1,3,0,0
3,0,101.0,3,2,4,2,0,0,0,0
136,0,170.2502492268046,5,5,4,5,2,0,5,0
216,1,79.48926025202304,12,27,4,3,0,3,0,0
242,1,106.53739186502946,9,9,4,2,1,0,0,0
50,0,106.70493230012315,7,6,4,1,0,3,0,0
79,0,168.3,9,10,4,0,1,0,3,0
134,0,105.99342784408157,5,5,4,2,0,0,0,0
51,0,139.42987069191634,9,2,4,2,2,0,3,0
68,0,119.74058416250264,4,10,4,1,1,0,1,0
7,1,139.70093459164454,9,4,4,5,0,3,0,0
18,0,156.0,5,2,4,3,0,0,3,0
38,0,76.5,3,11,4,2,1,0,0,0
35,1,63.90439162344554,2,8,4,3,0,0,0,0
89,0,111.5260932636537,6,26,4,5,3,0,0,0
74,0,128.8484724711655,5,6,4,2,0,0,1,0
291,0,113.7794845533327,7,19,3,2,0,1,0,0
30,0,138.94740393710808,9,2,4,2,1,0,0,0
93,1,177.32997557288465,9,26,4,3,0,0,3,0
54,0,78.25797113667474,11,11,4,2,0,3,0,0
168,0,97.18767609673507,9,4,3,3,0,0,0,0
11,0,89.0,6,19,4,1,0,3,0,0
150,0,200.01665538887477,6,26,4,0,1,0,3,0
152,0,96.3,8,25,4,2,2,0,0,0
199,0,80.66865886029285,10,27,4,4,2,1,1,0
77,0,75.63381685176654,3,30,4,4,0,3,0,0
131,0,123.85742403823325,8,16,4,3,0,0,3,0
2,0,65.0,9,24,2,0,1,0,0,0
5,0,130.77264295398513,4,20,4,1,0,0,2,0
265,0,107.66687559262901,7,24,3,2,0,0,1,0
104,0,117.23523067962581,5,4,4,3,0,0,0,0
196,0,96.47368752912186,10,27,4,2,0,0,0,0
114,0,113.60204036952777,12,27,4,3,0,0,2,0
36,0,106.65496571329885,10,15,4,0,0,0,0,0
167,0,99.67879971083855,7,23,4,4,1,0,0,0
0,0,77.28127932542729,2,5,3,1,0,1,1,0
122,0,113.60792306257534,5,12,4,2,1,0,0,0
158,1,197.35462599271585,8,12,4,2,2,0,3,0
196,0,139.58320742238166,8,20,4,0,1,0,0,0
112,0,166.64365071818406,5,1,4,4,2,0,5,0
5,0,125.69391459354503,3,11,4,2,1,0,1,0
76,0,116.59462519906558,9,22,4,3,0,0,0,0
260,0,113.05818960011494,9,21,4,2,0,2,0,0
123,1,161.51138234059084,9,20,4,4,1,0,3,0
247,1,115.40145433406616,6,6,4,1,0,0,0,0
178,0,93.97000179677323,8,21,4,1,0,0,0,0
201,0,96.56870197875381,8,9,3,3,0,0,0,0
184,1,122.74141827309872,8,27,4,2,0,0,3,0
155,2,172.30953087984065,7,11,4,4,1,1,0,0
136,0,195.1692278342841,6,28,4,1,1,0,5,0
282,0,78.75550638700784,10,16,4,3,1,0,0,0
201,1,105.70999287835416,6,11,4,3,0,0,0,0
103,0,92.75674773393649,4,6,4,2,1,0,1,0
219,0,96.08402313715355,8,13,4,1,0,0,0,0
18,1,140.22602853141987,9,28,4,1,2,0,0,0
159,1,151.2,10,8,4,1,1,0,3,0
89,0,76.5,8,13,4,4,1,0,0,0
296,1,117.36734560251993,9,21,4,3,0,0,0,0
128,0,145.13716467862812,9,4,4,1,0,0,4,0
244,0,80.7075364222393,11,29,4,2,1,3,0,0
122,0,73.70632068597483,7,16,3,9,3,0,0,0
32,0,111.07560168776713,5,13,4,3,0,0,0,0
254,0,92.88807774756576,7,4,3,3,0,0,0,0
55,0,79.2,11,12,4,2,0,3,0,0
78,0,80.75,4,7,4,3,1,0,0,0
158,0,90.4275756919525,9,25,4,2,0,0,0,0
68,0,76.5,7,20,4,6,2,0,0,0
106,0,108.28296534045573,7,11,4,1,0,0,0,0
188,0,172.47075003073627,8,28,4,2,2,0,3,0
137,0,220.81472883840712,7,11,4,2,0,0,5,0
0,0,45.84902952979859,3,3,3,0,1,0,2,0
6,0,112.95924685607531,10,29,2,2,0,0,3,0
30,1,186.33844662783844,9,11,4,2,1,0,3,0
174,1,126.72182466537166,9,7,4,1,0,0,0,0
68,0,110.3729339670416,11,21,4,1,0,0,0,0
87,0,71.82266203291937,11,20,4,1,0,1,0,0
140,1,72.19362813868298,4,8,3,2,1,0,0,0
44,0,71.38412111319798,4,12,3,1,0,0,0,0
52,0,135.9,7,27,4,3,0,0,0,0
54,0,68.8201152903441,2,26,4,2,0,1,0,0
60,0,154.02511722205966,10,24,4,1,1,0,2,0
257,0,92.68468361086117,7,30,4,1,2,0,0,0
16,0,112.51653815772785,7,24,4,0,0,2,0,0
31,0,168.49641755910943,7,9,4,1,1,0,2,0
43,0,44.146721830436505,7,5,4,5,2,0,1,0
12,0,123.96365654731282,5,27,4,0,1,1,0,0
4,0,124.16238300531093,9,11,4,2,0,0,1,0
166,0,87.2739542844032,7,24,3,2,1,0,0,0
147,1,139.72206764510605,6,6,4,3,1,0,3,0
202,1,131.94640589863346,8,16,4,2,0,0,3,0
239,0,84.93118716547362,8,17,4,2,0,2,0,0
193,0,103.0047573905217,8,25,3,2,2,0,0,0
72,0,72.23567210086397,3,17,4,2,1,3,0,0
74,0,124.27135308252738,7,25,4,5,2,0,0,0
46,0,141.64389978000557,7,8,4,1,2,0,1,0
52,0,74.56214787917735,2,4,4,2,1,0,0,0
64,0,125.73272081016559,6,15,4,1,0,1,0,0
104,0,115.20582190368933,3,19,4,1,0,0,0,0
219,1,153.2102451258229,8,29,4,1,0,0,4,0
3,0,146.98244342805236,3,24,4,3,0,0,1,0
50,0,82.10854251603975,3,11,3,2,2,0,2,0
94,1,130.78138444941388,8,26,4,1,1,0,3,0
277,0,94.96436733646435,7,12,4,1,0,0,0,0
24,0,140.52211250257272,5,2,4,3,1,0,2,0
173,0,85.11962398388715,8,7,4,2,0,0,0,0
172,1,139.8709114167862,7,22,4,2,0,0,2,0
140,0,104.96741263613364,6,3,4,4,1,0,0,0
